VariableCode,RegionCode,YearCode,AggValue
pop,BLZ,2001,0.25498900000000000
rgdpo,BLZ,2002,1648.50134277344000000
pop,BLZ,2002,0.26220200000000000
rgdpo,BLZ,2003,1822.18164062500000000
pop,BLZ,2003,0.26913200000000000
rgdpo,BLZ,2004,1911.19860839844000000
pop,BLZ,2004,0.27608500000000000
rgdpo,BLZ,2005,2016.37817382813000000
pop,BLZ,2005,0.28327900000000000
rgdpo,BLZ,2006,2140.77661132813000000
pop,BLZ,2006,0.29075100000000000
rgdpo,BLZ,2007,2242.19921875000000000
pop,BLZ,2007,0.29840300000000000
rgdpo,BLZ,2008,2171.08105468750000000
pop,BLZ,2008,0.30616500000000000
rgdpo,BLZ,2009,2066.31420898438000000
pop,BLZ,2009,0.31392500000000000
rgdpo,CIV,1960,5326.06396484375000000
pop,CIV,1960,3.36000027951853000
rgdpo,CIV,1961,5604.18310546875000000
pop,CIV,1961,3.48133158069690000
rgdpo,CIV,1962,5889.60253906250000000
pop,CIV,1962,3.61065408524390000
rgdpo,CIV,1963,6692.01025390625000000
pop,CIV,1963,3.75978849283028000
rgdpo,CIV,1964,7783.54150390625000000
pop,CIV,1964,3.91901220629280000
rgdpo,CIV,1965,7434.28271484375000000
pop,CIV,1965,4.09314575391024000
rgdpo,CIV,1966,8335.81933593750000000
pop,CIV,1966,4.28786113605526000
rgdpo,CIV,1967,8775.54589843750000000
pop,CIV,1967,4.50082906916250000
rgdpo,CIV,1968,10001.78808593750000000
pop,CIV,1968,4.73385016693635000
rgdpo,CIV,1969,10989.85937500000000000
pop,CIV,1969,4.97891911321107000
rgdpo,CIV,1970,12218.82617187500000000
pop,CIV,1970,5.24191400000000000
rgdpo,CIV,1971,13022.35253906250000000
pop,CIV,1971,5.48759400000000000
rgdpo,CIV,1972,13614.42187500000000000
pop,CIV,1972,5.74763300000000000
rgdpo,CIV,1973,14417.50195312500000000
pop,CIV,1973,6.02140500000000000
rgdpo,CIV,1974,15585.82714843750000000
pop,CIV,1974,6.30793600000000000
rgdpo,CIV,1975,16282.73535156250000000
pop,CIV,1975,6.60639500000000000
rgdpo,CIV,1976,18271.59570312500000000
pop,CIV,1976,6.91630200000000000
rgdpo,CIV,1977,19590.64062500000000000
pop,CIV,1977,7.23745100000000000
rgdpo,CIV,1978,21522.07812500000000000
pop,CIV,1978,7.56955800000000000
rgdpo,CIV,1979,21886.65429687500000000
pop,CIV,1979,7.91239000000000000
rgdpo,CIV,1980,19506.42968750000000000
pop,CIV,1980,8.26554900000000000
rgdpo,CIV,1981,20554.92382812500000000
pop,CIV,1981,8.62912100000000000
rgdpo,CIV,1982,21201.25585937500000000
pop,CIV,1982,9.00240000000000000
rgdpo,CIV,1983,21437.70312500000000000
pop,CIV,1983,9.38328900000000000
rgdpo,CIV,1984,22036.58398437500000000
pop,CIV,1984,9.76910500000000000
rgdpo,CIV,1985,24541.56835937500000000
pop,CIV,1985,10.15803300000000000
rgdpo,CIV,1986,25746.58593750000000000
pop,CIV,1986,10.54814800000000000
rgdpo,CIV,1987,25414.90820312500000000
pop,CIV,1987,10.93998700000000000
rgdpo,CIV,1988,26017.64648437500000000
pop,CIV,1988,11.33712200000000000
rgdpo,CIV,1989,28553.59570312500000000
pop,CIV,1989,11.74469800000000000
rgdpo,CIV,1990,26421.36523437500000000
pop,CIV,1990,12.16590900000000000
rgdpo,CIV,1991,27104.91601562500000000
pop,CIV,1991,12.60096700000000000
rgdpo,CIV,1992,28328.40039062500000000
pop,CIV,1992,13.04690700000000000
rgdpo,CIV,1993,28000.71484375000000000
pop,CIV,1993,13.49969600000000000
rgdpo,CIV,1994,27556.76757812500000000
pop,CIV,1994,13.95377900000000000
rgdpo,CIV,1995,31737.15820312500000000
pop,CIV,1995,14.40434000000000000
rgdpo,CIV,1996,34412.07812500000000000
pop,CIV,1996,14.85219300000000000
rgdpo,CIV,1997,34952.40625000000000000
rgdpo,GBR,1960,626590.06250000000000000
pop,GBR,1960,52.35260976442410000
rgdpo,GBR,1961,642732.43750000000000000
pop,GBR,1961,52.78744625562070000
rgdpo,GBR,1962,651100.68750000000000000
pop,GBR,1962,53.27226728384720000
rgdpo,GBR,1963,676240.12500000000000000
pop,GBR,1963,53.60514416632330000
rgdpo,GBR,1964,718124.06250000000000000
pop,GBR,1964,53.97100977551950000
rgdpo,GBR,1965,736864.68750000000000000
pop,GBR,1965,54.32987419384080000
rgdpo,GBR,1966,752514.00000000000000000
pop,GBR,1966,54.62276878529160000
rgdpo,GBR,1967,770532.31250000000000000
pop,GBR,1967,54.93864985745780000
rgdpo,GBR,1968,803106.43750000000000000
pop,GBR,1968,55.19355650582860000
rgdpo,GBR,1969,818845.43750000000000000
pop,GBR,1969,55.44046288270950000
rgdpo,GBR,1970,839567.87500000000000000
pop,GBR,1970,55.61140100000000000
rgdpo,GBR,1971,851900.93750000000000000
pop,GBR,1971,55.78532500000000000
rgdpo,GBR,1972,877802.81250000000000000
pop,GBR,1972,55.92749200000000000
rgdpo,GBR,1973,939683.81250000000000000
pop,GBR,1973,56.03916600000000000
rgdpo,GBR,1974,911077.93750000000000000
pop,GBR,1974,56.12240500000000000
rgdpo,GBR,1975,891427.68750000000000000
pop,GBR,1975,56.17992500000000000
rgdpo,GBR,1976,938050.18750000000000000
pop,GBR,1976,56.21294300000000000
rgdpo,GBR,1977,984904.31250000000000000
pop,GBR,1977,56.22494400000000000
rgdpo,GBR,1978,1052226.12500000000000000
pop,GBR,1978,56.22397400000000000
rgdpo,GBR,1979,1112633.50000000000000000
pop,GBR,1979,56.22008900000000000
rgdpo,GBR,1980,1126705.00000000000000000
pop,GBR,1980,56.22151300000000000
rgdpo,GBR,1981,1102554.87500000000000000
pop,GBR,1981,56.23102000000000000
rgdpo,GBR,1982,1105770.62500000000000000
pop,GBR,1982,56.25012400000000000
rgdpo,GBR,1983,1131237.62500000000000000
pop,GBR,1983,56.28395900000000000
rgdpo,GBR,1984,1145577.87500000000000000
pop,GBR,1984,56.33784800000000000
rgdpo,GBR,1985,1164636.37500000000000000
pop,GBR,1985,56.41519600000000000
rgdpo,GBR,1986,1191488.25000000000000000
pop,GBR,1986,56.51944400000000000
rgdpo,GBR,1987,1259506.12500000000000000
pop,GBR,1987,56.64937500000000000
rgdpo,GBR,1988,1319108.37500000000000000
pop,GBR,1988,56.79770400000000000
rgdpo,GBR,1989,1353619.75000000000000000
pop,GBR,1989,56.95386100000000000
rgdpo,GBR,1990,1385561.75000000000000000
pop,GBR,1990,57.11011700000000000
rgdpo,GBR,1991,1363586.62500000000000000
pop,GBR,1991,57.26460000000000000
rgdpo,GBR,1992,1376120.37500000000000000
pop,GBR,1992,57.41946900000000000
rgdpo,GBR,1993,1427749.75000000000000000
pop,GBR,1993,57.57596900000000000
rgdpo,GBR,1994,1478346.87500000000000000
pop,GBR,1994,57.73666700000000000
rgdpo,GBR,1995,1554253.62500000000000000
pop,GBR,1995,57.90379000000000000
rgdpo,GBR,1996,1641439.00000000000000000
pop,GBR,1996,58.07932200000000000
rgdpo,GBR,1997,1756576.87500000000000000
pop,GBR,1997,58.26385800000000000
rgdpo,GBR,1998,1813215.37500000000000000
pop,GBR,1998,58.45698900000000000
rgdpo,GBR,1999,1884668.25000000000000000
pop,GBR,1999,58.65779400000000000
rgdpo,GBR,2000,2024304.75000000000000000
pop,GBR,2000,58.86700400000000000
rgdpo,GBR,2001,2079137.75000000000000000
pop,GBR,2001,59.08022100000000000
rgdpo,GBR,2002,2086833.25000000000000000
pop,GBR,2002,59.30123500000000000
rgdpo,GBR,2003,2092083.50000000000000000
pop,GBR,2003,59.54842100000000000
rgdpo,GBR,2004,2153446.25000000000000000
pop,GBR,2004,59.84622600000000000
rgdpo,GBR,2005,2271498.00000000000000000
pop,GBR,2005,60.21001200000000000
rgdpo,GBR,2006,2302793.00000000000000000
pop,GBR,2006,60.64885000000000000
rgdpo,GBR,2007,2303310.00000000000000000
pop,GBR,2007,61.15182000000000000
rgdpo,GBR,2008,2323823.00000000000000000
pop,GBR,2008,61.68962000000000000
rgdpo,GBR,2009,2191216.00000000000000000
pop,GBR,2009,62.22116400000000000
rgdpo,GEO,1990,55710.51171875000000000
pop,GEO,1990,5.46030900000000000
rgdpo,GEO,1991,47814.19140625000000000
pop,GEO,1991,5.41844900000000000
rgdpo,GEO,1992,21870.82421875000000000
pop,GEO,1992,5.34562400000000000
rgdpo,GEO,1993,13262.20019531250000000
pop,GEO,1993,5.25285000000000000
rgdpo,GEO,1994,11832.13769531250000000
pop,GEO,1994,5.15607900000000000
rgdpo,GEO,1995,13049.36523437500000000
pop,GEO,1995,5.06714300000000000
rgdpo,GEO,1996,14757.63574218750000000
pop,GEO,1996,4.98972300000000000
rgdpo,GEO,1997,15712.54003906250000000
pop,GEO,1997,4.92128700000000000
rgdpo,GEO,1998,14970.97070312500000000
pop,GEO,1998,4.85995400000000000
rgdpo,GEO,1999,14722.74414062500000000
pop,GEO,1999,4.80169500000000000
rgdpo,GEO,2000,14524.11035156250000000
pop,GEO,2000,4.74359100000000000
rgdpo,GEO,2001,15253.95605468750000000
pop,GEO,2001,4.68576900000000000
rgdpo,GEO,2002,16146.48828125000000000
pop,GEO,2002,4.62985300000000000
rgdpo,GEO,2003,18228.17578125000000000
rgdpo,BWA,1960,240.43995666503900000
pop,BWA,1960,0.58941896595043000
rgdpo,BWA,1961,259.46322631835900000
pop,BWA,1961,0.59878190470976500
rgdpo,BWA,1962,279.69024658203100000
pop,BWA,1962,0.60848771563390700
rgdpo,BWA,1963,293.10437011718800000
pop,BWA,1963,0.61854251701935000
rgdpo,BWA,1964,313.01025390625000000
pop,BWA,1964,0.62890104054521200
rgdpo,BWA,1965,298.21307373046900000
pop,BWA,1965,0.63855351972881500
rgdpo,BWA,1966,325.93264770507800000
pop,BWA,1966,0.64788678651844700
rgdpo,BWA,1967,379.43145751953100000
pop,BWA,1967,0.65687707504564500
rgdpo,BWA,1968,421.52929687500000000
pop,BWA,1968,0.66684523003565000
rgdpo,BWA,1969,400.76641845703100000
pop,BWA,1969,0.67863253493935500
rgdpo,BWA,1970,463.12423706054700000
pop,BWA,1970,0.69302100000000000
rgdpo,BWA,1971,591.13385009765600000
pop,BWA,1971,0.71581100000000000
rgdpo,BWA,1972,741.13616943359400000
pop,BWA,1972,0.73975400000000000
rgdpo,BWA,1973,912.22186279296900000
pop,BWA,1973,0.76517700000000000
rgdpo,BWA,1974,1018.76440429688000000
pop,BWA,1974,0.79251300000000000
rgdpo,BWA,1975,1131.01159667969000000
pop,BWA,1975,0.82202900000000000
rgdpo,BWA,1976,1278.84838867188000000
pop,BWA,1976,0.85386000000000000
rgdpo,BWA,1977,1449.61218261719000000
pop,BWA,1977,0.88779300000000000
rgdpo,BWA,1978,1628.10864257813000000
pop,BWA,1978,0.92330500000000000
rgdpo,BWA,1979,1842.16845703125000000
pop,BWA,1979,0.95966600000000000
rgdpo,BWA,1980,2065.31054687500000000
pop,BWA,1980,0.99633100000000000
rgdpo,BWA,1981,2361.02661132813000000
pop,BWA,1981,1.03307300000000000
rgdpo,BWA,1982,2523.19409179688000000
pop,BWA,1982,1.06996200000000000
rgdpo,BWA,1983,2951.41088867188000000
pop,BWA,1983,1.10710300000000000
rgdpo,BWA,1984,3697.25244140625000000
pop,BWA,1984,1.14471600000000000
rgdpo,BWA,1985,4296.02490234375000000
pop,BWA,1985,1.18294200000000000
rgdpo,BWA,1986,4780.22265625000000000
pop,BWA,1986,1.22166800000000000
rgdpo,BWA,1987,5283.21484375000000000
pop,BWA,1987,1.26072000000000000
rgdpo,BWA,1988,5845.91357421875000000
pop,BWA,1988,1.30009700000000000
rgdpo,BWA,1989,7477.00634765625000000
pop,BWA,1989,1.33981300000000000
rgdpo,BWA,1990,8131.27294921875000000
pop,BWA,1990,1.37981400000000000
rgdpo,BWA,1991,8756.48046875000000000
pop,BWA,1991,1.42009800000000000
rgdpo,BWA,1992,9101.48925781250000000
pop,BWA,1992,1.46045300000000000
rgdpo,BWA,1993,9379.33007812500000000
pop,BWA,1993,1.50035600000000000
rgdpo,BWA,1994,9750.02636718750000000
pop,BWA,1994,1.53913500000000000
rgdpo,BWA,1995,10673.66699218750000000
pop,BWA,1995,1.57629100000000000
rgdpo,BWA,1996,12204.95703125000000000
pop,BWA,1996,1.61182700000000000
rgdpo,BWA,1997,13058.66015625000000000
pop,BWA,1997,1.64584600000000000
rgdpo,BWA,1998,13537.86621093750000000
pop,BWA,1998,1.67811100000000000
rgdpo,BWA,1999,14899.78710937500000000
pop,BWA,1999,1.70836800000000000
rgdpo,BWA,2000,16025.10839843750000000
pop,BWA,2000,1.73657900000000000
rgdpo,BWA,2001,15956.13085937500000000
pop,BWA,2001,1.76253100000000000
rgdpo,BWA,2002,18800.52148437500000000
pop,BWA,2002,1.78667200000000000
rgdpo,BWA,2003,18585.78125000000000000
pop,BWA,2003,1.81043800000000000
rgdpo,BWA,2004,19492.07617187500000000
pop,BWA,2004,1.83575000000000000
rgdpo,BWA,2005,22222.14062500000000000
pop,BWA,2005,1.86400300000000000
rgdpo,BWA,2006,22984.83007812500000000
pop,BWA,2006,1.89567100000000000
rgdpo,BWA,2007,23848.52734375000000000
pop,BWA,2007,1.93043100000000000
rgdpo,BWA,2008,24043.15625000000000000
pop,BWA,2008,1.96786600000000000
rgdpo,BWA,2009,22191.99023437500000000
pop,BWA,2009,2.00721200000000000
rgdpo,IRL,1960,17250.06445312500000000
pop,IRL,1960,2.82934959967975000
rgdpo,IRL,1961,18050.71484375000000000
pop,IRL,1961,2.81566241287696000
rgdpo,IRL,1962,18512.72851562500000000
pop,IRL,1962,2.82735137807089000
rgdpo,IRL,1963,19381.58593750000000000
pop,IRL,1963,2.84733264137775000
rgdpo,IRL,1964,19981.23828125000000000
pop,IRL,1964,2.86131971624891000
rgdpo,IRL,1965,20283.60351562500000000
pop,IRL,1965,2.87330833131576000
rgdpo,IRL,1966,20599.55859375000000000
pop,IRL,1966,2.88130097955577000
rgdpo,IRL,1967,21832.61523437500000000
pop,IRL,1967,2.89738584173285000
rgdpo,IRL,1968,23527.04492187500000000
pop,IRL,1968,2.90977414876056000
rgdpo,IRL,1969,24698.60742187500000000
pop,IRL,1969,2.92286203581750000
rgdpo,IRL,1970,25060.04687500000000000
pop,IRL,1970,2.94733900000000000
rgdpo,IRL,1971,25918.69140625000000000
pop,IRL,1971,2.98404400000000000
rgdpo,IRL,1972,27935.11718750000000000
pop,IRL,1972,3.02753800000000000
rgdpo,IRL,1973,29587.77929687500000000
rgdpo,COG,1960,1314.98901367188000000
pop,COG,1960,1.05158551350174000
rgdpo,COG,1961,1349.42687988281000000
pop,COG,1961,1.07508376253685000
rgdpo,COG,1962,1564.39733886719000000
pop,COG,1962,1.09954739318544000
rgdpo,COG,1963,1621.84692382813000000
pop,COG,1963,1.12501718212618000
rgdpo,COG,1964,1714.03039550781000000
pop,COG,1964,1.15153828390201000
rgdpo,COG,1965,1756.71423339844000000
pop,COG,1965,1.17915597813773000
rgdpo,COG,1966,1756.61901855469000000
pop,COG,1966,1.20791829625852000
rgdpo,COG,1967,1798.81616210938000000
pop,COG,1967,1.23787789771750000
rgdpo,COG,1968,1976.29870605469000000
pop,COG,1968,1.26908819245883000
rgdpo,COG,1969,2133.73632812500000000
pop,COG,1969,1.30147575744454000
rgdpo,COG,1970,2281.08203125000000000
pop,COG,1970,1.33509000000000000
rgdpo,COG,1971,2452.45361328125000000
pop,COG,1971,1.37618900000000000
rgdpo,COG,1972,2548.94799804688000000
pop,COG,1972,1.41930500000000000
rgdpo,COG,1973,2942.17089843750000000
pop,COG,1973,1.46405200000000000
rgdpo,COG,1974,3415.60571289063000000
pop,COG,1974,1.50988000000000000
rgdpo,COG,1975,3158.74584960938000000
pop,COG,1975,1.55640600000000000
rgdpo,COG,1976,3275.31396484375000000
pop,COG,1976,1.60344600000000000
rgdpo,COG,1977,3235.01098632813000000
pop,COG,1977,1.65113400000000000
rgdpo,COG,1978,3356.76000976563000000
pop,COG,1978,1.69978100000000000
rgdpo,COG,1979,3977.10937500000000000
pop,COG,1979,1.74985900000000000
rgdpo,COG,1980,4324.04931640625000000
pop,COG,1980,1.80168800000000000
rgdpo,COG,1981,4676.10253906250000000
pop,COG,1981,1.85539100000000000
rgdpo,COG,1982,5483.49365234375000000
pop,COG,1982,1.91080000000000000
rgdpo,COG,1983,6815.39648437500000000
pop,COG,1983,1.96759600000000000
rgdpo,COG,1984,7576.84716796875000000
pop,COG,1984,2.02532000000000000
rgdpo,COG,1985,7443.55224609375000000
pop,COG,1985,2.08364800000000000
rgdpo,COG,1986,5015.53417968750000000
pop,COG,1986,2.14252900000000000
rgdpo,COG,1987,5153.75732421875000000
pop,COG,1987,2.20210600000000000
rgdpo,COG,1988,4808.51464843750000000
pop,COG,1988,2.26249600000000000
rgdpo,COG,1989,4947.29833984375000000
pop,COG,1989,2.32389000000000000
rgdpo,COG,1990,5115.37939453125000000
pop,COG,1990,2.38646700000000000
rgdpo,COG,1991,5462.43017578125000000
pop,COG,1991,2.45012500000000000
rgdpo,COG,1992,4646.81054687500000000
pop,COG,1992,2.51490700000000000
rgdpo,COG,1993,4589.48535156250000000
pop,COG,1993,2.58130600000000000
rgdpo,COG,1994,3832.88696289063000000
pop,COG,1994,2.64996400000000000
rgdpo,COG,1995,4083.85205078125000000
pop,COG,1995,2.72127700000000000
rgdpo,COG,1996,5078.83935546875000000
pop,COG,1996,2.79590300000000000
rgdpo,COG,1997,4759.74853515625000000
pop,COG,1997,2.87363800000000000
rgdpo,COG,1998,3785.13647460938000000
pop,COG,1998,2.95301100000000000
rgdpo,COG,1999,4728.13525390625000000
pop,COG,1999,3.03196900000000000
rgdpo,COG,2000,6859.76953125000000000
pop,COG,2000,3.10926900000000000
rgdpo,COG,2001,6559.23828125000000000
pop,COG,2001,3.18388300000000000
rgdpo,COG,2002,6609.94628906250000000
pop,COG,2002,3.25686700000000000
rgdpo,COG,2003,6967.83935546875000000
pop,COG,2003,3.33156400000000000
rgdpo,COG,2004,8532.38769531250000000
pop,COG,2004,3.41259200000000000
rgdpo,COG,2005,11862.54687500000000000
pop,COG,2005,3.50308600000000000
rgdpo,COG,2006,14091.65527343750000000
pop,COG,2006,3.60459500000000000
rgdpo,COG,2007,12121.47753906250000000
pop,COG,2007,3.71566500000000000
rgdpo,COG,2008,14741.36132812500000000
pop,COG,2008,3.83277100000000000
rgdpo,COG,2009,13419.32714843750000000
pop,COG,2009,3.95078600000000000
rgdpo,JOR,1960,2963.23828125000000000
pop,JOR,1960,0.93422126822754200
rgdpo,JOR,1961,3483.60034179688000000
pop,JOR,1961,0.97637335539102400
rgdpo,JOR,1962,3577.32080078125000000
pop,JOR,1962,1.02785537086399000
rgdpo,JOR,1963,3816.56030273438000000
pop,JOR,1963,1.07298565881906000
rgdpo,JOR,1964,4428.61816406250000000
pop,JOR,1964,1.11992267292092000
rgdpo,JOR,1965,4939.93164062500000000
pop,JOR,1965,1.16867861944843000
rgdpo,JOR,1966,5166.40673828125000000
pop,JOR,1966,1.21923794523980000
rgdpo,JOR,1967,5723.70214843750000000
pop,JOR,1967,1.38182820466469000
rgdpo,JOR,1968,5798.16943359375000000
pop,JOR,1968,1.52218571152294000
rgdpo,JOR,1969,5934.97412109375000000
pop,JOR,1969,1.60035944635523000
rgdpo,JOR,1970,5321.52294921875000000
pop,JOR,1970,1.65476900000000000
rgdpo,JOR,1971,5310.18066406250000000
pop,JOR,1971,1.73990300000000000
rgdpo,JOR,1972,5678.27343750000000000
pop,JOR,1972,1.81187000000000000
rgdpo,JOR,1973,5464.56005859375000000
pop,CIV,1997,15.29639000000000000
rgdpo,CIV,1998,36385.98437500000000000
pop,CIV,1998,15.72848200000000000
rgdpo,CIV,1999,36072.15234375000000000
pop,CIV,1999,16.13782400000000000
rgdpo,CIV,2000,32706.31054687500000000
pop,CIV,2000,16.51794800000000000
rgdpo,CIV,2001,36409.42968750000000000
pop,CIV,2001,16.86537600000000000
rgdpo,CIV,2002,36405.64843750000000000
pop,CIV,2002,17.18542100000000000
rgdpo,CIV,2003,35898.76171875000000000
pop,CIV,2003,17.49153900000000000
rgdpo,CIV,2004,34886.65234375000000000
pop,CIV,2004,17.80251600000000000
rgdpo,CIV,2005,35721.91015625000000000
pop,CIV,2005,18.13270200000000000
rgdpo,CIV,2006,37477.80859375000000000
pop,CIV,2006,18.48639200000000000
rgdpo,CIV,2007,38846.48046875000000000
pop,CIV,2007,18.86217200000000000
rgdpo,CIV,2008,43606.90625000000000000
pop,CIV,2008,19.26164700000000000
rgdpo,CIV,2009,47613.32031250000000000
pop,CIV,2009,19.68490900000000000
rgdpo,ESP,1960,175315.14062500000000000
pop,ESP,1960,30.68348187282590000
rgdpo,ESP,1961,196099.75000000000000000
pop,ESP,1961,30.94655124504250000
rgdpo,ESP,1962,215347.00000000000000000
pop,ESP,1962,31.20106772074280000
rgdpo,ESP,1963,235944.57812500000000000
pop,ESP,1963,31.47321714433040000
rgdpo,ESP,1964,248173.64062500000000000
pop,ESP,1964,31.78467398424370000
rgdpo,ESP,1965,262394.25000000000000000
pop,ESP,1965,32.12879723530480000
rgdpo,ESP,1966,282347.50000000000000000
pop,ESP,1966,32.49677042357000000
rgdpo,ESP,1967,296266.21875000000000000
pop,ESP,1967,32.89561655048870000
rgdpo,ESP,1968,316862.15625000000000000
pop,ESP,1968,33.28518016801280000
rgdpo,ESP,1969,346525.15625000000000000
pop,ESP,1969,33.61241727389710000
rgdpo,ESP,1970,360528.59375000000000000
pop,ESP,1970,33.92324000000000000
rgdpo,ESP,1971,377599.15625000000000000
pop,ESP,1971,34.30559100000000000
rgdpo,ESP,1972,408714.65625000000000000
pop,ESP,1972,34.70102500000000000
rgdpo,ESP,1973,439577.37500000000000000
pop,ESP,1973,35.10463300000000000
rgdpo,ESP,1974,461051.50000000000000000
pop,ESP,1974,35.50939100000000000
rgdpo,ESP,1975,463310.15625000000000000
pop,ESP,1975,35.90904200000000000
rgdpo,ESP,1976,484832.21875000000000000
pop,ESP,1976,36.30239200000000000
rgdpo,ESP,1977,505667.34375000000000000
pop,ESP,1977,36.68735200000000000
rgdpo,ESP,1978,520651.96875000000000000
pop,ESP,1978,37.05564000000000000
rgdpo,ESP,1979,527307.81250000000000000
pop,ESP,1979,37.39723200000000000
rgdpo,ESP,1980,547170.87500000000000000
pop,ESP,1980,37.70486700000000000
rgdpo,ESP,1981,520218.78125000000000000
pop,ESP,1981,37.97618900000000000
rgdpo,ESP,1982,503428.71875000000000000
pop,ESP,1982,38.21255600000000000
rgdpo,ESP,1983,493061.59375000000000000
pop,ESP,1983,38.41549500000000000
rgdpo,ESP,1984,484896.90625000000000000
pop,ESP,1984,38.58823800000000000
rgdpo,ESP,1985,478569.12500000000000000
pop,ESP,1985,38.73433000000000000
rgdpo,ESP,1986,510660.68750000000000000
pop,ESP,1986,38.85436000000000000
rgdpo,ESP,1987,548892.12500000000000000
pop,ESP,1987,38.95096500000000000
rgdpo,ESP,1988,589267.50000000000000000
pop,ESP,1988,39.03262500000000000
rgdpo,ESP,1989,629367.43750000000000000
pop,ESP,1989,39.11010600000000000
rgdpo,ESP,1990,665134.62500000000000000
pop,ESP,1990,39.19205500000000000
rgdpo,ESP,1991,697440.75000000000000000
pop,ESP,1991,39.28704300000000000
rgdpo,ESP,1992,716274.50000000000000000
pop,ESP,1992,39.39740300000000000
rgdpo,ESP,1993,728109.25000000000000000
pop,ESP,1993,39.51842700000000000
rgdpo,ESP,1994,760541.68750000000000000
pop,ESP,1994,39.64174000000000000
rgdpo,ESP,1995,802563.87500000000000000
pop,ESP,1995,39.76426700000000000
rgdpo,ESP,1996,831368.43750000000000000
pop,ESP,1996,39.87888100000000000
rgdpo,ESP,1997,891910.50000000000000000
pop,ESP,1997,39.99622100000000000
rgdpo,ESP,1998,951050.31250000000000000
pop,ESP,1998,40.15172300000000000
rgdpo,ESP,1999,992942.68750000000000000
pop,ESP,1999,40.39258500000000000
rgdpo,ESP,2000,1062393.25000000000000000
pop,ESP,2000,40.74980000000000000
rgdpo,ESP,2001,1105281.75000000000000000
pop,ESP,2001,41.23051800000000000
rgdpo,ESP,2002,1153675.00000000000000000
pop,ESP,2002,41.81548600000000000
rgdpo,ESP,2003,1152938.25000000000000000
pop,ESP,2003,42.47526500000000000
rgdpo,ESP,2004,1191497.62500000000000000
pop,ESP,2004,43.16727600000000000
rgdpo,ESP,2005,1281253.75000000000000000
pop,ESP,2005,43.85476100000000000
rgdpo,ESP,2006,1382862.50000000000000000
pop,ESP,2006,44.53792600000000000
rgdpo,ESP,2007,1500067.50000000000000000
pop,ESP,2007,45.20953800000000000
rgdpo,ESP,2008,1535477.62500000000000000
pop,ESP,2008,45.81701600000000000
rgdpo,ESP,2009,1507975.75000000000000000
pop,ESP,2009,46.29519100000000000
rgdpo,MNG,2007,17021.08593750000000000
pop,MNG,2007,2.59277600000000000
pop,IRL,1973,3.07627300000000000
rgdpo,IRL,1974,30306.85546875000000000
pop,IRL,1974,3.12800000000000000
rgdpo,IRL,1975,31709.26171875000000000
pop,IRL,1975,3.18080500000000000
rgdpo,IRL,1976,33159.87500000000000000
pop,IRL,1976,3.23415300000000000
rgdpo,IRL,1977,36516.42187500000000000
pop,IRL,1977,3.28762000000000000
rgdpo,IRL,1978,40047.22656250000000000
pop,IRL,1978,3.33949900000000000
rgdpo,IRL,1979,42228.73046875000000000
pop,IRL,1979,3.38782200000000000
rgdpo,IRL,1980,44068.83593750000000000
pop,IRL,1980,3.43107800000000000
rgdpo,IRL,1981,44811.50781250000000000
pop,IRL,1981,3.46888400000000000
rgdpo,IRL,1982,45301.67968750000000000
pop,IRL,1982,3.50121300000000000
rgdpo,IRL,1983,44442.50781250000000000
pop,IRL,1983,3.52747200000000000
rgdpo,IRL,1984,45435.33203125000000000
pop,IRL,1984,3.54715700000000000
rgdpo,IRL,1985,45523.99218750000000000
pop,IRL,1985,3.56022500000000000
rgdpo,IRL,1986,48284.35937500000000000
pop,IRL,1986,3.56632700000000000
rgdpo,MLI,1960,3226.97534179688000000
pop,MLI,1960,4.82132664290937000
rgdpo,MLI,1961,3221.42626953125000000
pop,MLI,1961,4.91830916936446000
rgdpo,MLI,1962,3217.28295898438000000
pop,MLI,1962,5.01847057036159000
rgdpo,MLI,1963,3129.12695312500000000
pop,MLI,1963,5.12192644133867000
rgdpo,MLI,1964,2518.31762695313000000
pop,MLI,1964,5.22879698109173000
rgdpo,MLI,1965,2744.58178710938000000
pop,MLI,1965,5.33920494583800000
rgdpo,MLI,1966,2737.39941406250000000
pop,MLI,1966,5.45328229851101000
rgdpo,MLI,1967,2835.93237304688000000
pop,MLI,1967,5.57115997907581000
rgdpo,MLI,1968,3058.06127929688000000
pop,MLI,1968,5.69298069163492000
rgdpo,MLI,1969,3136.22631835938000000
pop,MLI,1969,5.81888969771208000
rgdpo,MLI,1970,3326.83081054688000000
pop,MLI,1970,5.94904300000000000
rgdpo,MLI,1971,3453.17651367188000000
pop,MLI,1971,6.04453200000000000
rgdpo,MLI,1972,3047.28784179688000000
pop,MLI,1972,6.14745900000000000
rgdpo,MLI,1973,3137.22753906250000000
pop,MLI,1973,6.25619200000000000
rgdpo,MLI,1974,3140.59594726563000000
pop,MLI,1974,6.36835100000000000
rgdpo,MLI,1975,3435.03515625000000000
pop,MLI,1975,6.48227600000000000
rgdpo,MLI,1976,3795.55004882813000000
pop,MLI,1976,6.59681700000000000
rgdpo,MLI,1977,3937.22778320313000000
pop,MLI,1977,6.71254500000000000
rgdpo,MLI,1978,3915.91870117188000000
pop,MLI,1978,6.83153000000000000
rgdpo,MLI,1979,4479.72021484375000000
pop,MLI,1979,6.95677900000000000
rgdpo,MLI,1980,4345.12500000000000000
